weeklyDCMImport

Date/Time Generated,1/26/16 12:46 PM
Report Time Zone,America/New_York
SubAccount Name,Rinck Advertising
Account ID,9515
Date Range,1/12/16 - 1/18/16

Report Fields
Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate,Active View: Viewable Impressions,Active View: Measurable Impressions,Active View: Eligible Impressions,Media Cost
2016-01-17,BSB Branding Campaign,728x90 Default Web Ad,Bangor Daily News,BangorDailyNews 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1339,0.00,0,0,0,0.000000000
2016-01-17,BSB Branding Campaign,728x90 Default Web Ad,Simpli.fi,Audience Extension 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-17,BSB Branding Campaign,728x90_publish-Audience Extension 728X90,Simpli.fi,Audience Extension 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,320,0.00,53,243,312,0.000000000
2016-01-17,BSB Branding Campaign,728x90_publish-CentralMaine 728X90,centralmaine.com,CentralMaine 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,383,0.00,98,319,380,0.000000000
2016-01-17,BSB Branding Campaign,728x90_publish-Hearst 728X90,Hearst Corporation,Hearst 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-17,BSB Branding Campaign,728x90_publish-MaineToday 728X90,mainetoday.com,MaineToday 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,472,0.00,101,399,466,0.000000000
2016-01-17,BSB Branding Campaign,728x90_publish-Press Herald 728X90,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,664,0.00,235,554,650,0.000000000
2016-01-17,BSB Mortgage,mortgage_160x600-Sitescout 160X600,sitescout.com,Sitescout 160X600,Standard,mortgage_160x600,http://www.bangormortgage.com/Default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-17,BSB Mortgage,mortgage_300x250-Sitescout 300X250,sitescout.com,Sitescout 300X250,Standard,mortgage_300x250,http://www.bangormortgage.com/Default.aspx,0,0,0.00,6,0,0,0.000000000
2016-01-17,BSB Mortgage,mortgage_728x90-Sitescout 728X90,sitescout.com,Sitescout 728X90,Standard,mortgage_728x90,http://www.bangormortgage.com/Default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-17,Coastal Plastic Retargeting,160X600 smile-Sitescout_Retargeting 160X600,sitescout.com,Sitescout_Retargeting 160X600,Standard,160X600 smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-17,Coastal Plastic Retargeting,300x250_smile-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-17,Coastal Plastic Retargeting,728x90_smile-Sitescout_Retargeting 728x90,sitescout.com,Sitescout_Retargeting 728x90,Standard,728x90_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,2,0,0,0.000000000
2016-01-17,Coastal Plastics 9.15,300x250 Default Web Ad,mainetoday.com,AudienceExtension 300X250,Default,300x250_smile,http://www.coastalplasticsurgerymaine.org/,2,1407,0.14,206,852,1387,0.000000000
2016-01-17,Coastal Plastics 9.15,300x50 Default Web Ad,mainetoday.com,AudienceExtension 300X50,Default,300x50,http://www.coastalplasticsurgerymaine.org/,0,138,0.00,7,21,136,0.000000000
2016-01-17,Coastal Plastics 9.15,728x90 Default Web Ad,mainetoday.com,AudienceExtension 728X90,Default,728X90 Default,http://www.coastalplasticsurgerymaine.org/,0,1,0.00,0,0,0,0.000000000
2016-01-17,Coastal Plastics 9.15,728x90-2-AudienceExtension 728X90,mainetoday.com,AudienceExtension 728X90,Standard,728x90-2,http://www.coastalplasticsurgerymaine.org/,2,1008,0.20,171,834,1004,0.000000000
2016-01-17,Coastal Plastics 9.15,Smile 160X600-AudienceExtension  160X600,mainetoday.com,AudienceExtension  160X600,Standard,Smile 160X600,http://www.coastalplasticsurgerymaine.org/,0,355,0.00,88,286,353,0.000000000
2016-01-17,College Transitions,300X250-Site Scout 300X250 Audience,sitescout.com,Site Scout 300X250 Audience,Standard,300X250,http://www.mainecollegetransitions.org/,0,0,0.00,2,0,0,0.000000000
2016-01-17,College Transitions,728X90-Site Scout 728X90 Audience,sitescout.com,Site Scout 728X90 Audience,Standard,728X90,http://www.mainecollegetransitions.org/,0,0,0.00,2,0,0,0.000000000
2016-01-17,College Transitions,MCTanimation.html-Site Scout 160X600 Audience,sitescout.com,Site Scout 160X600 Audience,Standard,MCTanimation.html,http://www.mainecollegetransitions.org/,0,0,0.00,3,0,0,0.000000000
2016-01-17,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,197,70139,0.28,0,0,0,0.000000000
2016-01-17,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,244,0.00,0,0,0,2.025200000
2016-01-17,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,2113,0.05,235,1360,2107,10.248050000
2016-01-17,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,3496,0.03,243,1277,3491,16.955600000
2016-01-17,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,365,0.00,109,344,365,1.770250000
2016-01-17,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,4,1764,0.23,0,2,2,14.641200000
2016-01-17,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,5,719,0.70,0,5,5,4.997050000
2016-01-17,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,11,892,1.23,0,10,10,6.199400000
2016-01-17,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,23,2184,1.05,0,0,0,0.000000000
2016-01-17,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,16,2232,0.72,0,0,0,18.525600000
2016-01-17,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2464,0.00,350,1600,2460,11.950400000
2016-01-17,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,586,0.00,160,559,586,2.842100000
2016-01-17,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,4,2576,0.16,297,1663,2575,12.493600000
2016-01-17,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,15,2435,0.62,203,226,227,0.000000000
2016-01-17,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,4,955,0.42,0,0,0,6.637250000
2016-01-17,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,4,1036,0.39,0,0,0,7.200200000
2016-01-17,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,10,850,1.18,0,0,0,5.907500000
2016-01-17,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,1,150,0.67,64,143,150,0.727500000
2016-01-17,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,152,0.00,61,145,151,0.737200000
2016-01-17,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,1,192,0.52,52,148,192,0.931200000
2016-01-17,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,6,2367,0.25,1,0,0,19.646100000
2016-01-17,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,9,1434,0.63,0,7,7,9.966300000
2016-01-17,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,19,1675,1.13,0,8,8,11.641250000
2016-01-17,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-17,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-17,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-17,HELOC,HELOC_Lock_728X90-SS_Retargeting_728X90 (copy),sitescout.com,SS_Retargeting_728X90,Standard,HELOC_Lock_728X90,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,3,0,0,0.000000000
2016-01-17,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,0,0.00,1,0,0,0.000000000
2016-01-17,PWM Elite Airways,PWM_Melbourne_300x250-1.zip-300X250,Hearst Corporation,300X250,Standard,PWM_Melbourne_300x250-1.zip,http://eliteairways.com/,0,0,0.00,1,0,0,0.000000000
2016-01-17,PWM Elite Airways,PWM_Melbourne_728x90_publish 2.zip-728X90,Hearst Corporation,728X90,Standard,PWM_Melbourne_728x90_publish 2.zip,http://eliteairways.com/,0,0,0.00,3,0,0,0.000000000
2016-01-18,BSB Branding Campaign,160x600 Default Web Ad,Bangor Daily News,BangorDailyNews 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,72,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,160x600 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,160x600 Default Web Ad,Simpli.fi,Audience Extension 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,160x600 Default Web Ad,mainetoday.com,MaineToday 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,160x600_publish 2-Audience Extension 160X600,Simpli.fi,Audience Extension 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,8,87,9.20,25,64,85,0.000000000
2016-01-18,BSB Branding Campaign,160x600_publish 2-CentralMaine 160X600,centralmaine.com,CentralMaine 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,73,1.37,18,56,72,0.000000000
2016-01-18,BSB Branding Campaign,160x600_publish 2-MaineToday 160X600,mainetoday.com,MaineToday 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,4,91,4.40,29,72,90,0.000000000
2016-01-18,BSB Branding Campaign,160x600_publish 2-Press Herald 160X600,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,86,3.49,27,62,84,0.000000000
2016-01-18,BSB Branding Campaign,300x250 Default Web Ad,Bangor Daily News,BangorDailyNews 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,1989,0.05,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,300x250 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,300x250 Default Web Ad,Simpli.fi,Audience Extension 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,3,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,300x250 Default Web Ad,centralmaine.com,CentralMaine 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,300x250_publish-Audience Extension 300X250,Simpli.fi,Audience Extension 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,2,419,0.48,71,326,414,0.000000000
2016-01-18,BSB Branding Campaign,300x250_publish-CentralMaine 300X250,centralmaine.com,CentralMaine 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,437,0.00,100,361,430,0.000000000
2016-01-18,BSB Branding Campaign,300x250_publish-MaineToday 300X250,mainetoday.com,MaineToday 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,583,0.17,198,482,577,0.000000000
2016-01-18,BSB Branding Campaign,300x250_publish-Press Herald 300X250,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,4,550,0.73,170,471,544,0.000000000
2016-01-18,BSB Branding Campaign,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,1417,0.07,424,1410,1416,0.000000000
2016-01-18,BSB Branding Campaign,320x50 Default Web Ad,Simpli.fi,Audience Extension 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,408,0.00,83,270,369,0.000000000
2016-01-18,BSB Branding Campaign,320x50 Default Web Ad,centralmaine.com,CentralMaine 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,969,0.00,240,870,968,0.000000000
2016-01-18,BSB Branding Campaign,320x50 Default Web Ad,mainetoday.com,MaineToday 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,308,0.00,107,278,308,0.000000000
2016-01-18,BSB Branding Campaign,728x90 Default Web Ad,Bangor Daily News,BangorDailyNews 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2117,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,728x90 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,728x90 Default Web Ad,Simpli.fi,Audience Extension 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,728x90 Default Web Ad,centralmaine.com,CentralMaine 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,728x90 Default Web Ad,mainetoday.com,MaineToday 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,4,0.00,0,0,0,0.000000000
2016-01-18,BSB Branding Campaign,728x90_publish-Audience Extension 728X90,Simpli.fi,Audience Extension 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,4,301,1.33,64,238,300,0.000000000
2016-01-18,BSB Branding Campaign,728x90_publish-CentralMaine 728X90,centralmaine.com,CentralMaine 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,2,566,0.35,250,523,564,0.000000000
2016-01-18,BSB Branding Campaign,728x90_publish-MaineToday 728X90,mainetoday.com,MaineToday 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,418,0.72,115,360,415,0.000000000
2016-01-18,BSB Branding Campaign,728x90_publish-Press Herald 728X90,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,5,534,0.94,195,472,529,0.000000000
2016-01-18,BSB Mortgage,mortgage_160x600-Sitescout 160X600,sitescout.com,Sitescout 160X600,Standard,mortgage_160x600,http://www.bangormortgage.com/Default.aspx,0,0,0.00,3,0,0,0.000000000
2016-01-18,BSB Mortgage,mortgage_300x250-Sitescout 300X250,sitescout.com,Sitescout 300X250,Standard,mortgage_300x250,http://www.bangormortgage.com/Default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-18,BSB Mortgage,mortgage_728x90-Sitescout 728X90,sitescout.com,Sitescout 728X90,Standard,mortgage_728x90,http://www.bangormortgage.com/Default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-18,Coastal Plastic Retargeting,160X600 smile-Sitescout_Retargeting 160X600,sitescout.com,Sitescout_Retargeting 160X600,Standard,160X600 smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,2,0,0,0.000000000
2016-01-18,Coastal Plastic Retargeting,300x250_smile-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-18,Coastal Plastic Retargeting,728x90_smile-Sitescout_Retargeting 728x90,sitescout.com,Sitescout_Retargeting 728x90,Standard,728x90_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-18,Coastal Plastics 9.15,300x250 Default Web Ad,mainetoday.com,AudienceExtension 300X250,Default,300x250_smile,http://www.coastalplasticsurgerymaine.org/,1,1034,0.10,169,699,1025,0.000000000
2016-01-18,Coastal Plastics 9.15,300x50 Default Web Ad,mainetoday.com,AudienceExtension 300X50,Default,300x50,http://www.coastalplasticsurgerymaine.org/,0,60,0.00,1,5,58,0.000000000
2016-01-18,Coastal Plastics 9.15,728x90 Default Web Ad,mainetoday.com,AudienceExtension 728X90,Default,728X90 Default,http://www.coastalplasticsurgerymaine.org/,0,3,0.00,0,0,0,0.000000000
2016-01-18,Coastal Plastics 9.15,728x90-2-AudienceExtension 728X90,mainetoday.com,AudienceExtension 728X90,Standard,728x90-2,http://www.coastalplasticsurgerymaine.org/,5,775,0.65,144,613,762,0.000000000
2016-01-18,Coastal Plastics 9.15,Smile 160X600-AudienceExtension  160X600,mainetoday.com,AudienceExtension  160X600,Standard,Smile 160X600,http://www.coastalplasticsurgerymaine.org/,2,434,0.46,102,337,433,0.000000000
2016-01-18,College Transitions,300X250-Site Scout 300X250 Audience,sitescout.com,Site Scout 300X250 Audience,Standard,300X250,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-18,College Transitions,728X90-Site Scout 728X90 Audience,sitescout.com,Site Scout 728X90 Audience,Standard,728X90,http://www.mainecollegetransitions.org/,0,0,0.00,2,0,0,0.000000000
2016-01-18,College Transitions,MCTanimation.html-Site Scout 160X600 Audience,sitescout.com,Site Scout 160X600 Audience,Standard,MCTanimation.html,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-18,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,196,64773,0.30,0,0,0,0.000000000
2016-01-18,FY2016_Graduate,160x600 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V2,http://usm.maine.edu/explore,0,8,0.00,0,0,0,0.038800000
2016-01-18,FY2016_Graduate,300x250 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V2,http://usm.maine.edu/explore,0,5,0.00,0,0,0,0.024250000
2016-01-18,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,213,0.00,0,0,0,1.767900000
2016-01-18,FY2016_Graduate,728x90 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V2,http://usm.maine.edu/explore,0,21,0.00,0,0,0,0.101850000
2016-01-18,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,321,0.00,82,301,321,1.556850000
2016-01-18,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,2129,0.05,288,1321,2122,10.325650000
2016-01-18,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,3549,0.00,258,1380,3546,17.212650000
2016-01-18,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,2,1767,0.11,1,0,0,14.666100000
2016-01-18,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,5,736,0.68,0,3,3,5.115200000
2016-01-18,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,10,867,1.15,0,1,1,6.025650000
2016-01-18,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,17,2318,0.73,0,0,0,0.000000000
2016-01-18,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,16,2244,0.71,0,0,0,18.625200000
2016-01-18,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2050,0.00,314,1358,2044,9.942500000
2016-01-18,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2566,0.00,280,1585,2566,12.445100000
2016-01-18,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,433,0.00,138,412,433,2.100050000
2016-01-18,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,30,2573,1.17,238,254,260,0.000000000
2016-01-18,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,5,983,0.51,0,0,0,6.831850000
2016-01-18,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,11,1024,1.07,0,0,0,7.116800000
2016-01-18,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,11,804,1.37,0,0,0,5.587800000
2016-01-18,FY2016_Undergraduate,160x600 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V2,https://usm.maine.edu/explore,0,2,0.00,0,0,0,0.009700000
2016-01-18,FY2016_Undergraduate,728x90 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V2,https://usm.maine.edu/explore,0,15,0.00,0,0,0,0.072750000
2016-01-18,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,84,0.00,27,81,84,0.407400000
2016-01-18,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,163,0.00,60,151,163,0.790550000
2016-01-18,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,382,0.00,85,183,382,1.852700000
2016-01-18,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,6,2328,0.26,7,16,16,19.322400000
2016-01-18,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,7,1381,0.51,1,6,6,9.597950000
2016-01-18,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,11,1705,0.65,0,7,7,11.849750000
2016-01-18,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,3,0,0,0.000000000
2016-01-18,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-18,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-18,HELOC,HELOC_Lock_728X90-SS_Retargeting_728X90 (copy),sitescout.com,SS_Retargeting_728X90,Standard,HELOC_Lock_728X90,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-18,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,0,0.00,1,0,0,0.000000000
